iteration,group1,group2,status
156,"['AAPL', 'ABT', 'ADBE', 'DIS', 'GOOGL', 'HD', 'INTC', 'MRK', 'MSFT', 'NFLX', 'PG', 'T', 'UNH', 'VZ']","['AMZN', 'BAC', 'BRK-B', 'CSCO', 'JNJ', 'JPM', 'KO', 'MA', 'NVDA', 'PEP', 'PFE', 'V', 'WMT', 'XOM']",untrained
157,"['BAC', 'CSCO', 'HD', 'INTC', 'JNJ', 'KO', 'MA', 'MRK', 'NVDA', 'PFE', 'PG', 'UNH', 'VZ', 'WMT']","['AAPL', 'ABT', 'ADBE', 'AMZN', 'BRK-B', 'DIS', 'GOOGL', 'JPM', 'MSFT', 'NFLX', 'PEP', 'T', 'V', 'XOM']",untrained
158,"['AMZN', 'BAC', 'CSCO', 'JPM', 'KO', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PG', 'T', 'V', 'VZ', 'WMT']","['AAPL', 'ABT', 'ADBE', 'BRK-B', 'DIS', 'GOOGL', 'HD', 'INTC', 'JNJ', 'MA', 'PEP', 'PFE', 'UNH', 'XOM']",untrained
159,"['ABT', 'ADBE', 'BAC', 'BRK-B', 'GOOGL', 'JPM', 'KO', 'NVDA', 'PEP', 'UNH', 'V', 'VZ', 'WMT', 'XOM']","['AAPL', 'AMZN', 'CSCO', 'DIS', 'HD', 'INTC', 'JNJ', 'MA', 'MRK', 'MSFT', 'NFLX', 'PFE', 'PG', 'T']",untrained
160,"['AMZN', 'BRK-B', 'CSCO', 'GOOGL', 'HD', 'JNJ', 'JPM', 'MA', 'MRK', 'NFLX', 'PG', 'T', 'UNH', 'WMT']","['AAPL', 'ABT', 'ADBE', 'BAC', 'DIS', 'INTC', 'KO', 'MSFT', 'NVDA', 'PEP', 'PFE', 'V', 'VZ', 'XOM']",untrained
161,"['ABT', 'BAC', 'DIS', 'HD', 'INTC', 'JPM', 'MA', 'NFLX', 'NVDA', 'PFE', 'PG', 'UNH', 'V', 'VZ']","['AAPL', 'ADBE', 'AMZN', 'BRK-B', 'CSCO', 'GOOGL', 'JNJ', 'KO', 'MRK', 'MSFT', 'PEP', 'T', 'WMT', 'XOM']",untrained
162,"['ADBE', 'DIS', 'HD', 'INTC', 'JNJ', 'JPM', 'KO', 'MSFT', 'NVDA', 'T', 'UNH', 'V', 'WMT', 'XOM']","['AAPL', 'ABT', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'GOOGL', 'MA', 'MRK', 'NFLX', 'PEP', 'PFE', 'PG', 'VZ']",untrained
163,"['AAPL', 'ADBE', 'BAC', 'CSCO', 'DIS', 'HD', 'JNJ', 'KO', 'MRK', 'PEP', 'PG', 'T', 'V', 'VZ']","['ABT', 'AMZN', 'BRK-B', 'GOOGL', 'INTC', 'JPM', 'MA', 'MSFT', 'NFLX', 'NVDA', 'PFE', 'UNH', 'WMT', 'XOM']",untrained
164,"['AAPL', 'ABT', 'ADBE', 'BAC', 'BRK-B', 'DIS', 'INTC', 'KO', 'MSFT', 'NFLX', 'PFE', 'PG', 'V', 'XOM']","['AMZN', 'CSCO', 'GOOGL', 'HD', 'JNJ', 'JPM', 'MA', 'MRK', 'NVDA', 'PEP', 'T', 'UNH', 'VZ', 'WMT']",untrained
165,"['ABT', 'ADBE', 'AMZN', 'CSCO', 'DIS', 'GOOGL', 'JNJ', 'JPM', 'KO', 'MA', 'NFLX', 'PEP', 'PFE', 'WMT']","['AAPL', 'BAC', 'BRK-B', 'HD', 'INTC', 'MRK', 'MSFT', 'NVDA', 'PG', 'T', 'UNH', 'V', 'VZ', 'XOM']",untrained
166,"['AMZN', 'BAC', 'BRK-B', 'CSCO', 'DIS', 'HD', 'INTC', 'JNJ', 'KO', 'MRK', 'NVDA', 'PFE', 'VZ', 'XOM']","['AAPL', 'ABT', 'ADBE', 'GOOGL', 'JPM', 'MA', 'MSFT', 'NFLX', 'PEP', 'PG', 'T', 'UNH', 'V', 'WMT']",untrained
167,"['AMZN', 'BAC', 'BRK-B', 'DIS', 'HD', 'JNJ', 'MA', 'MRK', 'MSFT', 'NFLX', 'PFE', 'T', 'V', 'WMT']","['AAPL', 'ABT', 'ADBE', 'CSCO', 'GOOGL', 'INTC', 'JPM', 'KO', 'NVDA', 'PEP', 'PG', 'UNH', 'VZ', 'XOM']",untrained
168,"['BAC', 'BRK-B', 'CSCO', 'DIS', 'INTC', 'JNJ', 'MA', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PG', 'UNH', 'V']","['AAPL', 'ABT', 'ADBE', 'AMZN', 'GOOGL', 'HD', 'JPM', 'KO', 'MRK', 'PFE', 'T', 'VZ', 'WMT', 'XOM']",untrained
169,"['ADBE', 'BAC', 'DIS', 'HD', 'JNJ', 'JPM', 'KO', 'MRK', 'NFLX', 'NVDA', 'PFE', 'T', 'VZ', 'XOM']","['AAPL', 'ABT', 'AMZN', 'BRK-B', 'CSCO', 'GOOGL', 'INTC', 'MA', 'MSFT', 'PEP', 'PG', 'UNH', 'V', 'WMT']",untrained
170,"['AAPL', 'ABT', 'ADBE', 'AMZN', 'BRK-B', 'GOOGL', 'HD', 'JNJ', 'KO', 'MA', 'MRK', 'PG', 'V', 'WMT']","['BAC', 'CSCO', 'DIS', 'INTC', 'JPM', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PFE', 'T', 'UNH', 'VZ', 'XOM']",untrained
171,"['ABT', 'ADBE', 'BRK-B', 'CSCO', 'DIS', 'KO', 'MA', 'MSFT', 'NVDA', 'PG', 'T', 'UNH', 'V', 'WMT']","['AAPL', 'AMZN', 'BAC', 'GOOGL', 'HD', 'INTC', 'JNJ', 'JPM', 'MRK', 'NFLX', 'PEP', 'PFE', 'VZ', 'XOM']",untrained
172,"['BAC', 'BRK-B', 'CSCO', 'DIS', 'HD', 'INTC', 'MRK', 'MSFT', 'NFLX', 'PFE', 'UNH', 'V', 'VZ', 'XOM']","['AAPL', 'ABT', 'ADBE', 'AMZN', 'GOOGL', 'JNJ', 'JPM', 'KO', 'MA', 'NVDA', 'PEP', 'PG', 'T', 'WMT']",untrained
173,"['ABT', 'ADBE', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'GOOGL', 'JNJ', 'JPM', 'NFLX', 'NVDA', 'V', 'VZ', 'WMT']","['AAPL', 'DIS', 'HD', 'INTC', 'KO', 'MA', 'MRK', 'MSFT', 'PEP', 'PFE', 'PG', 'T', 'UNH', 'XOM']",untrained
174,"['AAPL', 'ABT', 'AMZN', 'CSCO', 'DIS', 'GOOGL', 'INTC', 'JPM', 'MA', 'MSFT', 'PEP', 'UNH', 'VZ', 'WMT']","['ADBE', 'BAC', 'BRK-B', 'HD', 'JNJ', 'KO', 'MRK', 'NFLX', 'NVDA', 'PFE', 'PG', 'T', 'V', 'XOM']",untrained
175,"['AAPL', 'ABT', 'ADBE', 'AMZN', 'CSCO', 'INTC', 'JPM', 'KO', 'MA', 'MSFT', 'NFLX', 'PEP', 'PFE', 'PG']","['BAC', 'BRK-B', 'DIS', 'GOOGL', 'HD', 'JNJ', 'MRK', 'NVDA', 'T', 'UNH', 'V', 'VZ', 'WMT', 'XOM']",untrained
176,"['ABT', 'AMZN', 'HD', 'INTC', 'JNJ', 'JPM', 'MSFT', 'PEP', 'PFE', 'PG', 'V', 'VZ', 'WMT', 'XOM']","['AAPL', 'ADBE', 'BAC', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'KO', 'MA', 'MRK', 'NFLX', 'NVDA', 'T', 'UNH']",untrained
177,"['ADBE', 'BAC', 'CSCO', 'DIS', 'GOOGL', 'JNJ', 'KO', 'MRK', 'MSFT', 'NFLX', 'PFE', 'PG', 'V', 'XOM']","['AAPL', 'ABT', 'AMZN', 'BRK-B', 'HD', 'INTC', 'JPM', 'MA', 'NVDA', 'PEP', 'T', 'UNH', 'VZ', 'WMT']",untrained
178,"['ABT', 'CSCO', 'DIS', 'GOOGL', 'INTC', 'JNJ', 'KO', 'MRK', 'NVDA', 'PEP', 'PFE', 'PG', 'T', 'XOM']","['AAPL', 'ADBE', 'AMZN', 'BAC', 'BRK-B', 'HD', 'JPM', 'MA', 'MSFT', 'NFLX', 'UNH', 'V', 'VZ', 'WMT']",untrained
179,"['ADBE', 'AMZN', 'BAC', 'DIS', 'GOOGL', 'HD', 'INTC', 'MA', 'MRK', 'NFLX', 'NVDA', 'UNH', 'VZ', 'WMT']","['AAPL', 'ABT', 'BRK-B', 'CSCO', 'JNJ', 'JPM', 'KO', 'MSFT', 'PEP', 'PFE', 'PG', 'T', 'V', 'XOM']",untrained
180,"['AAPL', 'ADBE', 'AMZN', 'DIS', 'GOOGL', 'JPM', 'MRK', 'PEP', 'PFE', 'PG', 'UNH', 'VZ', 'WMT', 'XOM']","['ABT', 'BAC', 'BRK-B', 'CSCO', 'HD', 'INTC', 'JNJ', 'KO', 'MA', 'MSFT', 'NFLX', 'NVDA', 'T', 'V']",untrained
181,"['ADBE', 'BAC', 'BRK-B', 'CSCO', 'GOOGL', 'HD', 'JNJ', 'KO', 'PFE', 'T', 'UNH', 'VZ', 'WMT', 'XOM']","['AAPL', 'ABT', 'AMZN', 'DIS', 'INTC', 'JPM', 'MA', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PG', 'V']",untrained
182,"['AAPL', 'ABT', 'ADBE', 'BAC', 'CSCO', 'DIS', 'GOOGL', 'HD', 'JPM', 'KO', 'PFE', 'V', 'WMT', 'XOM']","['AMZN', 'BRK-B', 'INTC', 'JNJ', 'MA', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PG', 'T', 'UNH', 'VZ']",untrained
183,"['ABT', 'ADBE', 'AMZN', 'BRK-B', 'GOOGL', 'INTC', 'JNJ', 'KO', 'MSFT', 'NFLX', 'NVDA', 'PG', 'UNH', 'XOM']","['AAPL', 'BAC', 'CSCO', 'DIS', 'HD', 'JPM', 'MA', 'MRK', 'PEP', 'PFE', 'T', 'V', 'VZ', 'WMT']",untrained
184,"['ABT', 'AMZN', 'BRK-B', 'CSCO', 'HD', 'INTC', 'JNJ', 'KO', 'MA', 'MRK', 'MSFT', 'NFLX', 'T', 'UNH']","['AAPL', 'ADBE', 'BAC', 'DIS', 'GOOGL', 'JPM', 'NVDA', 'PEP', 'PFE', 'PG', 'V', 'VZ', 'WMT', 'XOM']",untrained
185,"['AMZN', 'BAC', 'DIS', 'GOOGL', 'INTC', 'JNJ', 'MA', 'MRK', 'MSFT', 'PEP', 'PFE', 'T', 'V', 'WMT']","['AAPL', 'ABT', 'ADBE', 'BRK-B', 'CSCO', 'HD', 'JPM', 'KO', 'NFLX', 'NVDA', 'PG', 'UNH', 'VZ', 'XOM']",untrained
186,"['ABT', 'CSCO', 'DIS', 'GOOGL', 'HD', 'INTC', 'JNJ', 'MRK', 'NVDA', 'PFE', 'PG', 'UNH', 'V', 'VZ']","['AAPL', 'ADBE', 'AMZN', 'BAC', 'BRK-B', 'JPM', 'KO', 'MA', 'MSFT', 'NFLX', 'PEP', 'T', 'WMT', 'XOM']",untrained
187,"['ABT', 'ADBE', 'AMZN', 'CSCO', 'GOOGL', 'HD', 'INTC', 'KO', 'NVDA', 'PFE', 'T', 'UNH', 'V', 'XOM']","['AAPL', 'BAC', 'BRK-B', 'DIS', 'JNJ', 'JPM', 'MA', 'MRK', 'MSFT', 'NFLX', 'PEP', 'PG', 'VZ', 'WMT']",untrained
188,"['ABT', 'BAC', 'BRK-B', 'CSCO', 'GOOGL', 'INTC', 'MA', 'MRK', 'PEP', 'PG', 'T', 'VZ', 'WMT', 'XOM']","['AAPL', 'ADBE', 'AMZN', 'DIS', 'HD', 'JNJ', 'JPM', 'KO', 'MSFT', 'NFLX', 'NVDA', 'PFE', 'UNH', 'V']",untrained
189,"['BAC', 'GOOGL', 'HD', 'INTC', 'JNJ', 'KO', 'MA', 'MRK', 'NFLX', 'PFE', 'PG', 'T', 'VZ', 'XOM']","['AAPL', 'ABT', 'ADBE', 'AMZN', 'BRK-B', 'CSCO', 'DIS', 'JPM', 'MSFT', 'NVDA', 'PEP', 'UNH', 'V', 'WMT']",untrained
190,"['AMZN', 'BRK-B', 'DIS', 'GOOGL', 'INTC', 'JNJ', 'MA', 'MRK', 'NFLX', 'PEP', 'UNH', 'V', 'VZ', 'XOM']","['AAPL', 'ABT', 'ADBE', 'BAC', 'CSCO', 'HD', 'JPM', 'KO', 'MSFT', 'NVDA', 'PFE', 'PG', 'T', 'WMT']",untrained
191,"['AAPL', 'ABT', 'AMZN', 'BRK-B', 'HD', 'INTC', 'MA', 'NFLX', 'NVDA', 'PEP', 'T', 'V', 'WMT', 'XOM']","['ADBE', 'BAC', 'CSCO', 'DIS', 'GOOGL', 'JNJ', 'JPM', 'KO', 'MRK', 'MSFT', 'PFE', 'PG', 'UNH', 'VZ']",untrained
192,"['AAPL', 'ABT', 'AMZN', 'DIS', 'GOOGL', 'HD', 'INTC', 'JNJ', 'KO', 'MSFT', 'NFLX', 'PEP', 'T', 'V']","['ADBE', 'BAC', 'BRK-B', 'CSCO', 'JPM', 'MA', 'MRK', 'NVDA', 'PFE', 'PG', 'UNH', 'VZ', 'WMT', 'XOM']",untrained
193,"['AMZN', 'BAC', 'MA', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PFE', 'PG', 'UNH', 'V', 'VZ', 'XOM']","['AAPL', 'ABT', 'ADBE', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'HD', 'INTC', 'JNJ', 'JPM', 'KO', 'T', 'WMT']",untrained
194,"['AAPL', 'ABT', 'BRK-B', 'CSCO', 'DIS', 'HD', 'JNJ', 'KO', 'MRK', 'NFLX', 'PFE', 'PG', 'UNH', 'WMT']","['ADBE', 'AMZN', 'BAC', 'GOOGL', 'INTC', 'JPM', 'MA', 'MSFT', 'NVDA', 'PEP', 'T', 'V', 'VZ', 'XOM']",untrained
195,"['AAPL', 'ADBE', 'BAC', 'BRK-B', 'DIS', 'GOOGL', 'HD', 'JNJ', 'JPM', 'MRK', 'T', 'UNH', 'WMT', 'XOM']","['ABT', 'AMZN', 'CSCO', 'INTC', 'KO', 'MA', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PFE', 'PG', 'V', 'VZ']",untrained
196,"['ABT', 'ADBE', 'AMZN', 'BAC', 'GOOGL', 'HD', 'INTC', 'JNJ', 'KO', 'MSFT', 'NFLX', 'V', 'VZ', 'XOM']","['AAPL', 'BRK-B', 'CSCO', 'DIS', 'JPM', 'MA', 'MRK', 'NVDA', 'PEP', 'PFE', 'PG', 'T', 'UNH', 'WMT']",untrained
197,"['AAPL', 'ADBE', 'CSCO', 'GOOGL', 'HD', 'JNJ', 'JPM', 'KO', 'MSFT', 'NVDA', 'PEP', 'PG', 'VZ', 'XOM']","['ABT', 'AMZN', 'BAC', 'BRK-B', 'DIS', 'INTC', 'MA', 'MRK', 'NFLX', 'PFE', 'T', 'UNH', 'V', 'WMT']",untrained
198,"['AAPL', 'ADBE', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'HD', 'JNJ', 'MSFT', 'NVDA', 'PFE', 'PG', 'V', 'WMT']","['ABT', 'AMZN', 'BAC', 'INTC', 'JPM', 'KO', 'MA', 'MRK', 'NFLX', 'PEP', 'T', 'UNH', 'VZ', 'XOM']",untrained
199,"['ADBE', 'AMZN', 'BAC', 'BRK-B', 'HD', 'INTC', 'JNJ', 'JPM', 'KO', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PG']","['AAPL', 'ABT', 'CSCO', 'DIS', 'GOOGL', 'MA', 'MRK', 'PFE', 'T', 'UNH', 'V', 'VZ', 'WMT', 'XOM']",untrained
200,"['AAPL', 'ABT', 'ADBE', 'BAC', 'CSCO', 'DIS', 'HD', 'MA', 'MSFT', 'NVDA', 'PFE', 'PG', 'T', 'WMT']","['AMZN', 'BRK-B', 'GOOGL', 'INTC', 'JNJ', 'JPM', 'KO', 'MRK', 'NFLX', 'PEP', 'UNH', 'V', 'VZ', 'XOM']",untrained
201,"['ADBE', 'BRK-B', 'DIS', 'INTC', 'JNJ', 'MA', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'UNH', 'V', 'VZ', 'XOM']","['AAPL', 'ABT', 'AMZN', 'BAC', 'CSCO', 'GOOGL', 'HD', 'JPM', 'KO', 'PEP', 'PFE', 'PG', 'T', 'WMT']",untrained
202,"['AAPL', 'ADBE', 'AMZN', 'BAC', 'CSCO', 'DIS', 'GOOGL', 'HD', 'MA', 'MSFT', 'T', 'UNH', 'VZ', 'WMT']","['ABT', 'BRK-B', 'INTC', 'JNJ', 'JPM', 'KO', 'MRK', 'NFLX', 'NVDA', 'PEP', 'PFE', 'PG', 'V', 'XOM']",untrained
203,"['ABT', 'AMZN', 'BAC', 'CSCO', 'DIS', 'GOOGL', 'HD', 'JPM', 'KO', 'MRK', 'PG', 'V', 'VZ', 'WMT']","['AAPL', 'ADBE', 'BRK-B', 'INTC', 'JNJ', 'MA', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PFE', 'T', 'UNH', 'XOM']",untrained
204,"['AAPL', 'ABT', 'ADBE', 'AMZN', 'CSCO', 'HD', 'JNJ', 'JPM', 'MA', 'MRK', 'NFLX', 'PFE', 'VZ', 'XOM']","['BAC', 'BRK-B', 'DIS', 'GOOGL', 'INTC', 'KO', 'MSFT', 'NVDA', 'PEP', 'PG', 'T', 'UNH', 'V', 'WMT']",untrained
205,"['BAC', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'HD', 'JNJ', 'JPM', 'MRK', 'MSFT', 'PEP', 'PFE', 'UNH', 'VZ']","['AAPL', 'ABT', 'ADBE', 'AMZN', 'INTC', 'KO', 'MA', 'NFLX', 'NVDA', 'PG', 'T', 'V', 'WMT', 'XOM']",untrained
206,"['ABT', 'AMZN', 'BAC', 'BRK-B', 'GOOGL', 'HD', 'JNJ', 'JPM', 'MA', 'NFLX', 'PFE', 'V', 'VZ', 'WMT']","['AAPL', 'ADBE', 'CSCO', 'DIS', 'INTC', 'KO', 'MRK', 'MSFT', 'NVDA', 'PEP', 'PG', 'T', 'UNH', 'XOM']",untrained
207,"['AAPL', 'ADBE', 'AMZN', 'BRK-B', 'HD', 'INTC', 'JNJ', 'JPM', 'KO', 'MA', 'NVDA', 'UNH', 'V', 'XOM']","['ABT', 'BAC', 'CSCO', 'DIS', 'GOOGL', 'MRK', 'MSFT', 'NFLX', 'PEP', 'PFE', 'PG', 'T', 'VZ', 'WMT']",untrained
208,"['AAPL', 'AMZN', 'BAC', 'BRK-B', 'CSCO', 'HD', 'INTC', 'JPM', 'NFLX', 'NVDA', 'PEP', 'UNH', 'V', 'WMT']","['ABT', 'ADBE', 'DIS', 'GOOGL', 'JNJ', 'KO', 'MA', 'MRK', 'MSFT', 'PFE', 'PG', 'T', 'VZ', 'XOM']",untrained
209,"['AMZN', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'HD', 'INTC', 'JNJ', 'KO', 'MRK', 'NFLX', 'NVDA', 'T', 'XOM']","['AAPL', 'ABT', 'ADBE', 'BAC', 'JPM', 'MA', 'MSFT', 'PEP', 'PFE', 'PG', 'UNH', 'V', 'VZ', 'WMT']",untrained
210,"['ABT', 'BAC', 'BRK-B', 'GOOGL', 'INTC', 'KO', 'MRK', 'MSFT', 'NFLX', 'PEP', 'T', 'UNH', 'VZ', 'XOM']","['AAPL', 'ADBE', 'AMZN', 'CSCO', 'DIS', 'HD', 'JNJ', 'JPM', 'MA', 'NVDA', 'PFE', 'PG', 'V', 'WMT']",untrained
211,"['AAPL', 'BRK-B', 'GOOGL', 'HD', 'INTC', 'KO', 'MA', 'MRK', 'MSFT', 'PEP', 'PG', 'T', 'VZ', 'WMT']","['ABT', 'ADBE', 'AMZN', 'BAC', 'CSCO', 'DIS', 'JNJ', 'JPM', 'NFLX', 'NVDA', 'PFE', 'UNH', 'V', 'XOM']",untrained
212,"['AMZN', 'BRK-B', 'CSCO', 'GOOGL', 'JNJ', 'MA', 'NFLX', 'NVDA', 'PFE', 'PG', 'T', 'V', 'VZ', 'WMT']","['AAPL', 'ABT', 'ADBE', 'BAC', 'DIS', 'HD', 'INTC', 'JPM', 'KO', 'MRK', 'MSFT', 'PEP', 'UNH', 'XOM']",untrained
213,"['ABT', 'ADBE', 'BAC', 'DIS', 'INTC', 'JNJ', 'KO', 'MA', 'NVDA', 'PEP', 'UNH', 'V', 'VZ', 'XOM']","['AAPL', 'AMZN', 'BRK-B', 'CSCO', 'GOOGL', 'HD', 'JPM', 'MRK', 'MSFT', 'NFLX', 'PFE', 'PG', 'T', 'WMT']",untrained
214,"['AAPL', 'ABT', 'AMZN', 'BRK-B', 'CSCO', 'HD', 'KO', 'MA', 'MSFT', 'NFLX', 'PFE', 'V', 'VZ', 'XOM']","['ADBE', 'BAC', 'DIS', 'GOOGL', 'INTC', 'JNJ', 'JPM', 'MRK', 'NVDA', 'PEP', 'PG', 'T', 'UNH', 'WMT']",untrained
215,"['AAPL', 'ADBE', 'BAC', 'BRK-B', 'CSCO', 'GOOGL', 'INTC', 'JNJ', 'JPM', 'MA', 'NFLX', 'PFE', 'T', 'VZ']","['ABT', 'AMZN', 'DIS', 'HD', 'KO', 'MRK', 'MSFT', 'NVDA', 'PEP', 'PG', 'UNH', 'V', 'WMT', 'XOM']",untrained
216,"['BAC', 'BRK-B', 'DIS', 'GOOGL', 'HD', 'INTC', 'JNJ', 'KO', 'MA', 'NFLX', 'NVDA', 'V', 'VZ', 'WMT']","['AAPL', 'ABT', 'ADBE', 'AMZN', 'CSCO', 'JPM', 'MRK', 'MSFT', 'PEP', 'PFE', 'PG', 'T', 'UNH', 'XOM']",untrained
217,"['ADBE', 'AMZN', 'BAC', 'BRK-B', 'JNJ', 'KO', 'MRK', 'MSFT', 'NVDA', 'PFE', 'PG', 'T', 'UNH', 'XOM']","['AAPL', 'ABT', 'CSCO', 'DIS', 'GOOGL', 'HD', 'INTC', 'JPM', 'MA', 'NFLX', 'PEP', 'V', 'VZ', 'WMT']",untrained
218,"['AAPL', 'ABT', 'AMZN', 'CSCO', 'DIS', 'HD', 'JPM', 'KO', 'MA', 'MRK', 'NVDA', 'T', 'UNH', 'XOM']","['ADBE', 'BAC', 'BRK-B', 'GOOGL', 'INTC', 'JNJ', 'MSFT', 'NFLX', 'PEP', 'PFE', 'PG', 'V', 'VZ', 'WMT']",untrained
219,"['AAPL', 'ADBE', 'BAC', 'CSCO', 'INTC', 'JNJ', 'MA', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PFE', 'VZ', 'WMT']","['ABT', 'AMZN', 'BRK-B', 'DIS', 'GOOGL', 'HD', 'JPM', 'KO', 'PEP', 'PG', 'T', 'UNH', 'V', 'XOM']",untrained
220,"['ABT', 'ADBE', 'AMZN', 'BRK-B', 'CSCO', 'DIS', 'HD', 'INTC', 'MA', 'PEP', 'PFE', 'T', 'V', 'WMT']","['AAPL', 'BAC', 'GOOGL', 'JNJ', 'JPM', 'KO', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PG', 'UNH', 'VZ', 'XOM']",untrained
221,"['BAC', 'DIS', 'GOOGL', 'HD', 'INTC', 'JPM', 'NFLX', 'PEP', 'PFE', 'T', 'UNH', 'V', 'VZ', 'XOM']","['AAPL', 'ABT', 'ADBE', 'AMZN', 'BRK-B', 'CSCO', 'JNJ', 'KO', 'MA', 'MRK', 'MSFT', 'NVDA', 'PG', 'WMT']",untrained
222,"['ABT', 'ADBE', 'CSCO', 'DIS', 'INTC', 'JNJ', 'JPM', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PFE', 'T', 'VZ']","['AAPL', 'AMZN', 'BAC', 'BRK-B', 'GOOGL', 'HD', 'KO', 'MA', 'MRK', 'PG', 'UNH', 'V', 'WMT', 'XOM']",untrained
223,"['AAPL', 'ABT', 'AMZN', 'BAC', 'DIS', 'HD', 'KO', 'MA', 'MSFT', 'NVDA', 'PEP', 'PG', 'UNH', 'XOM']","['ADBE', 'BRK-B', 'CSCO', 'GOOGL', 'INTC', 'JNJ', 'JPM', 'MRK', 'NFLX', 'PFE', 'T', 'V', 'VZ', 'WMT']",untrained
224,"['AAPL', 'ABT', 'AMZN', 'BAC', 'CSCO', 'GOOGL', 'HD', 'JPM', 'KO', 'MRK', 'MSFT', 'NFLX', 'PFE', 'PG']","['ADBE', 'BRK-B', 'DIS', 'INTC', 'JNJ', 'MA', 'NVDA', 'PEP', 'T', 'UNH', 'V', 'VZ', 'WMT', 'XOM']",untrained
225,"['ABT', 'ADBE', 'BAC', 'BRK-B', 'GOOGL', 'INTC', 'JNJ', 'MA', 'NVDA', 'T', 'V', 'VZ', 'WMT', 'XOM']","['AAPL', 'AMZN', 'CSCO', 'DIS', 'HD', 'JPM', 'KO', 'MRK', 'MSFT', 'NFLX', 'PEP', 'PFE', 'PG', 'UNH']",untrained
226,"['AAPL', 'ABT', 'ADBE', 'BAC', 'JPM', 'KO', 'MA', 'NFLX', 'PFE', 'PG', 'T', 'VZ', 'WMT', 'XOM']","['AMZN', 'BRK-B', 'CSCO', 'DIS', 'GOOGL', 'HD', 'INTC', 'JNJ', 'MRK', 'MSFT', 'NVDA', 'PEP', 'UNH', 'V']",untrained
227,"['AAPL', 'ABT', 'ADBE', 'AMZN', 'BRK-B', 'DIS', 'GOOGL', 'JNJ', 'MA', 'NFLX', 'PEP', 'PG', 'T', 'XOM']","['BAC', 'CSCO', 'HD', 'INTC', 'JPM', 'KO', 'MRK', 'MSFT', 'NVDA', 'PFE', 'UNH', 'V', 'VZ', 'WMT']",untrained
228,"['AAPL', 'ADBE', 'CSCO', 'DIS', 'HD', 'INTC', 'JNJ', 'JPM', 'KO', 'MSFT', 'NFLX', 'PG', 'T', 'WMT']","['ABT', 'AMZN', 'BAC', 'BRK-B', 'GOOGL', 'MA', 'MRK', 'NVDA', 'PEP', 'PFE', 'UNH', 'V', 'VZ', 'XOM']",untrained
229,"['AAPL', 'ABT', 'BRK-B', 'CSCO', 'GOOGL', 'HD', 'INTC', 'JNJ', 'KO', 'MA', 'PG', 'V', 'VZ', 'XOM']","['ADBE', 'AMZN', 'BAC', 'DIS', 'JPM', 'MRK', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'PFE', 'T', 'UNH', 'WMT']",untrained
230,"['AAPL', 'CSCO', 'GOOGL', 'HD', 'INTC', 'JNJ', 'JPM', 'KO', 'MA', 'NVDA', 'V', 'VZ', 'WMT', 'XOM']","['ABT', 'ADBE', 'AMZN', 'BAC', 'BRK-B', 'DIS', 'MRK', 'MSFT', 'NFLX', 'PEP', 'PFE', 'PG', 'T', 'UNH']",untrained
231,"['AAPL', 'AMZN', 'BAC', 'CSCO', 'GOOGL', 'HD', 'INTC', 'JNJ', 'JPM', 'KO', 'MSFT', 'PG', 'T', 'XOM']","['ABT', 'ADBE', 'BRK-B', 'DIS', 'MA', 'MRK', 'NFLX', 'NVDA', 'PEP', 'PFE', 'UNH', 'V', 'VZ', 'WMT']",untrained
232,"['AAPL', 'ABT', 'AMZN', 'BRK-B', 'HD', 'INTC', 'JNJ', 'MA', 'MRK', 'MSFT', 'NVDA', 'PEP', 'UNH', 'VZ']","['ADBE', 'BAC', 'CSCO', 'DIS', 'GOOGL', 'JPM', 'KO', 'NFLX', 'PFE', 'PG', 'T', 'V', 'WMT', 'XOM']",untrained
233,"['ABT', 'ADBE', 'AMZN', 'BAC', 'CSCO', 'DIS', 'HD', 'INTC', 'JNJ', 'JPM', 'MA', 'MRK', 'PFE', 'PG']","['AAPL', 'BRK-B', 'GOOGL', 'KO', 'MSFT', 'NFLX', 'NVDA', 'PEP', 'T', 'UNH', 'V', 'VZ', 'WMT', 'XOM']",untrained
